Date,Power Station Name,Actual Day Peak (MW),Actual Eve Peak (MW),IMERG_PRECTOT,T2M,RH2M,ALLSKY_SFC_SW_DWN,PS,WSC,Derived_LHF_FAO
2023-06-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",25,25,17.87,28.99,77.91,6.2988,97.41,1.11,74.08442586
2023-06-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",25,25,61.26,26.38,87.71,6.2388,97.37,0.94,34.60350278
2023-06-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",25,25,5.51,28.0,81.36,4.2031,97.34,1.04,58.3797344
2023-06-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",25,25,86.65,28.19,84.4,4.3517,97.19,1.26,59.23139039999997
2023-06-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",25,25,16.77,27.45,83.75,4.5259,97.16,1.43,69.85192499999998
2023-06-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",0,25,21.8,26.94,86.49,2.2999,97.09,1.7,68.92167029999999
2023-06-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,30,8.05,26.53,87.04,1.8139,97.14,1.71,66.41388287999996
2023-06-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,30,1.87,27.62,86.28,4.6589,97.13,1.46,60.24784024
2023-06-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",60,60,0.21,26.89,87.63,4.9145,97.18,1.64,60.86851472000001
2023-06-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",55,55,3.5,26.26,90.75,3.6288,97.3,2.15,59.54516375000001
2023-06-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",50,50,26.89,26.84,91.42,2.0263,97.34,2.07,53.28002393999998
2023-06-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",25,25,7.29,26.59,92.76,2.7538,97.39,1.73,37.543034479999946
2023-06-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,30,76.48,27.1,89.16,2.2978,97.51,1.8,58.58478000000003
2023-06-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,30,0.28,26.95,89.64,4.7762,97.52,1.58,49.12276880000001
2023-06-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,30,29.42,26.96,88.41,3.8736,97.47,1.5,52.17412349999999
2023-06-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",35,35,0.04,27.89,85.7,6.0547,97.46,1.57,67.5864904
2023-06-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",60,65,17.03,26.79,86.76,5.8639,97.57,1.71,67.90761575999998
2023-06-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",65,65,5.92,26.41,88.28,5.113,97.55,2.1,73.72770719999998
2023-06-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",65,68,0.7,25.72,91.21,5.4962,97.49,1.87,49.12615851000005
2023-06-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",60,60,0.7,25.14,90.95,4.8617,97.39,2.12,57.22991940000001
2023-06-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",65,65,0.56,26.33,86.46,6.0823,97.46,1.92,77.85521664000004
2023-06-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",60,60,9.06,25.99,88.79,4.6142,97.49,1.89,63.37849265999998
2023-06-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,70,8.45,26.26,86.85,4.1496,97.6,2.25,88.58793375000002
2023-06-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,70,1.72,26.5,90.0,4.6224,97.74,1.87,56.03454999999999
2023-06-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,70,12.2,27.02,86.94,5.7864,97.65,1.48,58.019258960000016
2023-06-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,60,4.94,27.61,87.16,3.7747,97.54,1.27,49.04433168000003
2023-07-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",35,35,0.41,27.8,85.96,5.5843,97.53,1.24,52.39419120000003
2023-07-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",35,65,0.42,28.49,83.76,6.2364,97.46,1.39,68.09100703999998
2023-07-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,60,4.13,28.22,84.67,5.2358,97.47,1.39,64.21802919
2023-07-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,60,24.91,27.05,86.29,5.2406,97.39,1.09,44.86158779999996
2023-07-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,30,0.25,27.9,83.96,6.2102,97.33,1.92,92.71376640000004
2023-07-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,60,3.57,27.44,87.28,5.3386,97.58,2.07,79.14654935999997
2023-07-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,60,0.29,27.09,88.53,5.3666,97.71,1.89,65.08692792
2023-07-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,60,0.35,27.78,85.16,5.7398,97.65,1.55,69.21991860000003
2023-07-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,60,2.03,26.54,92.32,4.1018,97.57,1.56,35.905259520000044
2023-07-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",60,60,6.45,27.03,87.56,2.8615,97.59,1.75,65.34918599999996
2023-07-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",60,60,16.85,26.73,87.08,4.3406,97.63,1.77,68.57775792
2023-07-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",60,60,9.6,27.11,87.48,5.0623,97.61,1.68,63.15548735999999
2023-07-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",60,60,16.56,27.09,89.08,4.4364,97.57,1.92,62.94951935999997
2023-07-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",60,60,1.23,26.75,90.7,3.841,97.54,2.14,59.68609799999998
2023-07-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",60,60,0.04,26.41,81.86,5.9767,97.45,2.45,133.13345080000002
2023-07-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",60,60,1.82,27.09,87.92,5.6911,97.34,1.79,64.92149568
2023-07-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",60,60,6.05,26.96,89.3,5.8853,97.24,1.19,38.21300629999999
2023-07-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",60,60,19.42,27.96,85.97,6.2813,97.23,1.33,56.18682488999999
2023-07-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",60,60,0.01,28.33,84.05,6.1267,97.15,1.61,77.41855659999999
2023-07-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",60,60,6.24,28.2,85.41,6.06,97.21,1.4,61.553751
2023-07-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",60,60,17.46,28.73,82.85,4.9574,97.52,1.42,73.51683640000005
2023-07-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",60,60,11.19,28.74,82.86,5.2272,97.71,1.39,71.92408493999999
2023-07-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,70,26.39,28.6,83.56,5.7655,97.61,1.13,56.05670099999999
2023-07-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",35,70,21.93,28.61,83.81,6.4932,97.47,1.14,55.694636159999966
2023-07-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,70,7.78,28.59,83.48,6.162,97.54,1.49,74.27269752
2023-07-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,70,1.74,27.93,85.36,5.7197,97.61,1.67,73.61044703999998
2023-07-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",74,75,4.99,27.94,86.61,4.5127,97.49,1.75,70.55291425
2023-07-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",75,80,0.12,27.3,87.28,4.1587,97.26,1.91,72.99492839999998
2023-07-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",80,110,0.25,28.29,85.28,5.8032,97.1,1.33,59.01471744
2023-07-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",110,110,18.46,28.3,83.77,5.8574,96.86,0.86,42.0757881
2023-07-31,"Karnaphuli Hydro PP Unit-1,2,3,4,5",110,150,11.13,29.09,82.95,5.6066,96.76,1.16,59.77702719999998
2023-08-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",115,132,2.48,27.65,85.29,4.1554,96.78,2.81,124.3359807999999
2023-08-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",130,130,18.27,27.05,89.47,3.0098,97.1,1.98,62.58989880000004
2023-08-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",130,130,34.66,26.4,90.31,1.5382,97.33,2.15,62.40674924999998
2023-08-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,104,46.78,26.13,93.02,1.7964,97.58,1.95,40.73500080000004
2023-08-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",106,104,88.91,26.14,93.19,1.781,97.59,2.0,40.76329800000003
2023-08-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",140,134,153.83,26.4,93.05,1.1657,97.27,2.44,50.797689
2023-08-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",118,0,140.02,26.25,94.85,1.0418,97.01,2.46,37.93098600000007
2023-08-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",125,154,48.94,25.49,95.63,1.2523,97.22,1.76,22.96899968000004
2023-08-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",174,110,9.61,27.01,89.12,2.0501,97.5,1.59,51.92527872
2023-08-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",192,202,26.77,25.34,91.65,1.8977,97.64,1.24,30.90565459999996
2023-08-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",204,207,15.59,25.81,88.94,2.3537,97.53,1.31,43.31511856000001
2023-08-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",207,210,17.08,24.69,92.17,2.5495,97.46,1.68,39.17906496000001
2023-08-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",200,203,29.69,25.88,93.54,2.7098,97.43,1.23,23.760325739999995
2023-08-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",203,203,3.67,26.73,87.62,4.5583,97.49,0.97,36.01138967999997
2023-08-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",196,192,7.78,27.33,87.2,3.5059,97.54,1.14,43.84604159999999
2023-08-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",157,199,54.64,27.34,88.37,3.7464,97.44,1.23,42.98479400999998
2023-08-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",201,201,9.92,27.57,86.84,5.5027,97.41,1.2,47.48970239999997
2023-08-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",167,211,0.0,27.04,87.86,5.7821,97.49,1.56,56.85118295999998
2023-08-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",203,200,0.0,27.9,85.14,5.6215,97.61,1.22,54.57795659999998
2023-08-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",202,201,4.2,27.01,87.6,4.6193,97.6,1.35,50.24678400000004
2023-08-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",203,204,20.1,25.3,88.85,3.197,97.61,1.12,37.27043600000002
2023-08-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",202,201,15.42,26.04,91.13,3.0396,97.62,1.36,36.09188808
2023-08-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",202,200,7.21,25.16,93.55,3.959,97.5,1.47,28.28426265
2023-08-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",201,201,3.72,25.82,93.72,4.8178,97.28,2.03,38.11389147999998
2023-08-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",201,202,34.07,26.34,91.82,3.6768,97.34,2.39,58.55089398000006
2023-08-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",202,203,36.95,26.14,92.31,2.1403,97.39,1.92,44.189569919999975
2023-08-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",202,202,80.15,26.34,92.0,1.553,97.34,1.83,43.84533599999997
2023-08-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",200,203,0.11,27.56,85.31,4.812,97.36,1.02,45.05778498000001
2023-08-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",201,203,52.89,27.94,84.71,5.3213,97.35,1.14,52.48179354
2023-08-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",167,204,1.0,27.21,90.9,4.7314,97.53,1.31,35.805915599999985
2023-08-31,"Karnaphuli Hydro PP Unit-1,2,3,4,5",203,203,30.75,27.48,87.75,4.5518,97.59,1.23,45.29742525000002
2023-09-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",203,202,8.65,26.65,91.15,3.9324,97.59,0.86,22.817777999999976
2023-09-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",204,205,103.98,27.7,88.72,3.5698,97.39,1.14,38.6869032
2023-09-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",205,203,26.91,26.32,92.05,4.7844,97.28,0.93,22.141314450000003
2023-09-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",204,203,1.62,28.67,79.69,5.0174,97.26,0.72,44.135742240000006
2023-09-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",205,203,4.65,28.67,84.02,4.6142,97.34,0.9,43.407752400000014
2023-09-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",205,205,15.8,27.09,89.29,4.913,97.5,1.0,32.155703999999986
2023-09-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",203,202,9.29,26.27,92.95,4.919,97.59,1.59,33.5634849
2023-09-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",203,202,20.8,25.95,92.29,2.9467,97.75,1.44,33.20727839999997
2023-09-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",202,199,25.57,26.88,87.01,5.9146,97.57,1.16,45.20972051999996
2023-09-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",199,199,21.9,27.12,91.04,5.1787,97.35,1.44,38.74203647999995
2023-09-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",198,196,25.82,26.03,92.0,5.071,97.35,1.24,29.678655999999982
2023-09-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",195,194,17.57,27.04,88.68,5.0734,97.37,1.33,45.19540563999999
2023-09-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",202,202,2.24,27.43,87.07,5.0681,97.4,1.24,48.19259256000003
2023-09-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",203,203,2.01,26.43,89.72,3.3972,97.61,1.61,49.582886640000005
2023-09-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",200,198,0.09,26.82,87.32,5.5214,97.71,1.25,47.545245
2023-09-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",199,199,0.04,27.9,83.32,5.4845,97.57,1.0,50.21514000000001
2023-09-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",166,199,36.5,28.18,86.99,5.0974,97.39,1.1,43.123336300000034
2023-09-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",197,197,14.05,26.28,92.65,4.2072,97.49,1.14,25.08923969999996
2023-09-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",198,197,3.97,27.2,89.36,5.2188,97.65,1.97,62.95576280000002
2023-09-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",200,200,1.43,26.11,92.17,4.6872,97.82,1.88,44.05226904000001
2023-09-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",201,157,7.81,26.85,88.77,4.8998,97.9,1.39,46.82910000000002
2023-09-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",157,157,2.12,27.17,85.03,5.3323,97.89,1.1,49.45369439999998
2023-09-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",155,155,0.16,27.53,81.91,5.6923,97.86,0.95,51.67336140000001
2023-09-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",157,156,0.3,27.08,83.76,5.2111,97.75,0.98,47.78220495999999
2023-09-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",156,156,0.0,27.46,84.32,5.9986,97.71,1.06,49.96378688000001
2023-09-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",202,203,34.42,27.21,89.42,5.6338,97.68,1.09,34.63811592
2023-09-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",200,202,6.76,27.31,87.38,5.37,97.56,1.08,40.95149616000003
2023-09-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",201,201,28.25,28.66,85.81,5.2414,97.44,1.06,45.39644934000002
2023-09-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",201,201,31.03,27.76,87.86,4.2943,97.51,1.04,37.99169295999998
2023-09-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",201,201,0.75,27.32,88.71,4.7326,97.53,1.0,33.92306300000003
2023-10-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",201,161,6.45,26.74,90.06,5.0424,97.56,1.34,39.94414843999998
2023-10-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",162,161,3.89,26.49,88.54,4.6598,97.71,1.49,51.16472855999996
2023-10-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",202,202,4.82,25.66,88.84,3.6168,97.85,1.7,56.69023319999996
2023-10-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",200,199,7.24,25.82,87.23,5.1478,97.85,1.62,61.84911977999996
2023-10-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",157,195,14.39,26.48,89.73,4.1318,97.72,1.68,51.69696168000001
2023-10-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",201,200,1.99,25.52,95.79,3.2659,97.71,1.41,17.72934986999996
2023-10-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",156,156,0.0,26.61,87.17,4.8163,97.81,1.28,49.22778623999999
2023-10-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",201,202,0.0,26.6,87.77,4.3363,97.96,1.16,42.524933000000026
2023-10-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",201,201,0.13,26.88,83.83,5.0088,98.03,0.69,33.475247190000005
2023-10-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",195,201,0.0,27.42,80.12,5.1408,97.96,0.89,53.18045123999999
2023-10-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",201,201,0.12,26.95,82.44,4.2151,98.0,0.86,45.31990159999999
2023-10-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",200,200,1.15,24.6,90.92,2.7602,98.23,0.98,26.494986
2023-10-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",151,151,0.0,25.81,83.46,4.4338,98.23,0.71,35.10806864000002
2023-10-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",153,151,0.0,25.01,78.02,5.316,98.15,1.12,73.39983615999999
2023-10-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",153,152,0.0,25.2,72.05,5.5481,98.02,0.99,82.55493675000002
2023-10-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",154,151,0.0,26.23,69.16,5.8051,98.09,0.92,84.94248864000001
2023-10-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",109,108,0.0,25.87,78.48,5.8469,98.18,0.88,56.62721151999998
2023-10-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",151,153,0.0,25.3,73.2,6.0451,98.24,0.75,59.98845
2023-10-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",197,197,0.0,24.47,73.7,5.9388,98.28,0.92,72.0121352
2023-10-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",199,201,0.0,24.67,79.87,5.8718,98.29,1.05,62.94872429999998
2023-10-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",202,198,0.0,26.57,75.15,5.5445,98.32,0.62,46.17786039999999
2023-10-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",201,200,16.08,26.54,82.51,4.7882,98.34,0.86,45.07757165999998
2023-10-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",162,206,39.04,24.24,90.48,2.2913,98.26,1.12,31.708911359999984
2023-10-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",207,208,71.72,23.36,92.68,1.182,98.07,1.51,32.77384331999997
2023-10-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",207,207,0.0,25.16,88.82,2.6546,98.12,1.06,35.352121480000044
2023-10-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",208,207,0.0,24.09,77.17,5.4415,98.26,1.12,76.00307903999997
2023-10-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",207,207,0.0,24.09,76.64,5.5954,98.2,0.92,63.88044288
2023-10-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",207,207,0.0,23.6,84.93,5.5231,98.2,1.21,54.11147224999998
2023-10-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",206,205,0.0,23.93,85.53,5.4269,98.22,0.99,42.557601239999975
2023-10-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",207,206,0.0,24.81,84.92,5.3167,98.29,0.94,42.23642591999998
2023-10-31,"Karnaphuli Hydro PP Unit-1,2,3,4,5",208,160,0.0,25.91,79.12,5.1655,98.35,0.78,48.70610784
2023-11-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",162,160,0.0,25.79,83.72,5.3088,98.35,0.88,42.82734016000002
2023-11-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",161,205,0.0,24.62,85.91,5.2978,98.25,1.19,49.92739367
2023-11-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",205,205,0.0,23.82,81.29,5.4499,98.1,1.19,66.12007352999997
2023-11-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",170,126,0.0,23.27,81.5,4.4582,98.18,1.38,75.676026
2023-11-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",125,127,0.0,23.18,84.27,3.9706,98.3,1.4,65.25779259999999
2023-11-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",161,161,0.0,23.33,80.25,4.9716,98.34,1.11,64.995828
2023-11-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",161,161,0.0,22.86,72.53,4.8216,98.29,0.73,59.35918130999999
2023-11-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",161,127,0.0,20.69,78.26,4.6313,98.26,1.24,79.21221183999997
2023-11-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",125,126,0.0,20.61,84.97,5.1631,98.3,1.35,59.6053728
2023-11-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",125,132,0.0,21.82,80.4,5.2224,98.39,1.13,65.32995559999998
2023-11-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",132,132,0.0,22.64,70.92,5.1922,98.43,0.84,72.25321487999997
2023-11-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",132,132,0.0,23.12,63.75,5.1238,98.46,1.04,111.69379
2023-11-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",121,121,0.0,23.41,73.3,5.1096,98.47,0.82,64.9288464
2023-11-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",132,132,0.0,25.06,68.21,4.8509,98.4,0.76,72.04872884000001
2023-11-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",132,132,3.79,25.04,75.65,4.0702,98.46,1.05,76.23972824999998
2023-11-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",132,132,64.47,22.32,93.93,1.1251,98.62,1.33,23.85358856999999
2023-11-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",132,132,18.9,23.09,96.91,0.7382,98.27,2.52,23.067616320000027
2023-11-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",46,86,0.0,23.41,94.76,3.1975,98.39,1.36,21.13405184
2023-11-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,86,0.0,24.47,75.3,4.6841,98.44,0.82,60.2799548
2023-11-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",121,121,0.55,24.34,77.7,4.0764,98.43,0.59,39.14075929999999
2023-11-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",132,92,1.57,22.93,86.56,2.0515,98.28,0.67,26.661411839999992
2023-11-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",92,92,0.0,21.05,82.85,4.4225,98.26,1.07,53.98717100000003
2023-11-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",92,92,0.0,21.61,78.19,4.2638,98.23,0.67,43.07239452000002
2023-11-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",92,92,0.0,22.18,65.06,4.3682,98.37,0.71,73.26369441999998
2023-11-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",46,46,0.0,21.51,69.75,4.7909,98.5,0.88,78.43849199999998
2023-11-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",46,46,0.0,22.76,74.83,4.8787,98.52,1.06,78.94937982
2023-11-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,23.01,71.06,4.9505,98.4,0.99,84.85161695999999
2023-11-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,86,0.0,21.94,69.48,4.9061,98.33,1.12,100.86884415999998
2023-11-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,86,3.59,22.56,63.72,3.5899,98.4,0.94,100.84657272
2023-11-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,86,0.0,22.66,62.82,4.6786,98.43,1.21,133.07841118
2023-12-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,86,0.26,23.54,61.8,4.7258,98.32,1.07,121.2690706
2023-12-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,86,0.05,23.92,64.74,4.1503,98.4,0.94,98.46206908
2023-12-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,86,0.0,24.05,69.02,4.2377,98.38,0.89,81.94457840000003
2023-12-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,86,2.16,24.76,71.12,3.1961,98.28,0.81,69.68949047999999
2023-12-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,86,3.07,22.19,86.47,2.2152,98.32,1.38,55.14411275999999
2023-12-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,86,3.94,23.71,79.77,2.5939,98.35,1.06,63.65806468
2023-12-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,86,14.91,22.83,90.72,2.0158,98.22,1.06,29.11496064
2023-12-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,86,0.16,21.75,94.95,2.0222,98.14,1.47,21.891901499999992
2023-12-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,86,0.0,20.76,88.07,3.7858,98.2,1.01,35.414097630000015
2023-12-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",46,86,0.0,18.38,87.39,3.5335,98.24,1.25,45.95241624999999
2023-12-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",46,46,0.0,18.49,87.8,3.0156,98.28,0.97,34.5126776
2023-12-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",46,46,0.0,19.45,83.38,3.2498,98.22,0.74,35.9862888
2023-12-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,167,0.0,18.01,83.5,2.9868,98.42,1.03,49.482642000000006
2023-12-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",104,86,0.0,16.28,78.45,4.4974,98.54,1.13,70.48054644999999
2023-12-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",132,92,0.0,16.87,73.43,4.0464,98.48,0.95,73.20539829999998
